site;number_individuals;state
øksnes;15;open
syltneset;26;overgrown
byngja;98;open
krossøy;8;open
utkilen;16;overgrown
lerøysundet;16;overgrown
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
