municipality;site;pt_locality;date;time;temperature_C;wind_m/s;precipitation ;method;color;species;sex;caste;ID;identifyed_by;captured_by;taxonomy;state;periode;netting_group;trap_ID;site_ID;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. soroeensis;f;worker;153;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. pascuorum;f;worker;154;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. pascuorum;m;drone;155;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;f;worker;156;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;f;worker;157;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. soroeensis;m;drone;158;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. soroeensis;f;worker;159;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;m;drone;160;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
austrheim;krossøy;2;29/08/2022;17:00;NA;NA;NA;PT;B;B. muscorum;f;queen;161;zazzera;zazzera;bombus;open;last;NA;P26;3;;;;;;;;;
austrheim;krossøy;2;29/08/2022;17:00;NA;NA;NA;PT;B;B. muscorum;f;worker;162;zazzera;zazzera;bombus;open;last;NA;P26;3;;;;;;;;;
austrheim;krossøy;2;29/08/2022;17:00;NA;NA;NA;PT;B;B. muscorum;f;queen;163;zazzera;zazzera;bombus;open;last;NA;P26;3;;;;;;;;;
austrheim;krossøy;2;29/08/2022;17:00;NA;NA;NA;PT;B;B. hortorum;m;drone;164;zazzera;zazzera;bombus;open;last;NA;P26;3;;;;;;;;;
austrheim;krossøy;1;29/08/2022;17:00;NA;NA;NA;PT;B;B. muscorum;f;queen;165;zazzera;zazzera;bombus;open;last;NA;P26;3;;;;;;;;;
austrheim;utkilen;3;29/08/2022;18:00;NA;NA;NA;PT;B;complex;m;drone;166;zazzera;zazzera;bombus;overgrown;last;NA;PX;6;;;;;;;;;
austrheim;øksnes;2;29/08/2022;16:00;NA;NA;NA;PT;B;B. soroeensis;f;worker;167;zazzera;zazzera;bombus;open;last;NA;P25;2;;;;;;;;;
austrheim;øksnes;3;29/08/2022;16:00;NA;NA;NA;PT;B;B. jonellus;f;queen;168;zazzera;zazzera;bombus;open;last;NA;P25;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. soroeensis;m;drone;169;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. soroeensis;f;worker;170;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. soroeensis;m;drone;171;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;complex;f;worker;172;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. pascuorum;f;worker;173;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
austrheim;lerøysundet;NA;30/08/2022;14:00;18,30;2,20;0;net;NA;B. pascuorum;f;worker;174;iversen;zazzera;bombus;overgrown;last;B;H23;4;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. pascuorum;f;worker;175;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. soroeensis;f;worker;176;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
austrheim;lerøysundet;NA;30/08/2022;14:00;18,30;2,20;0;net;NA;complex;m;drone;177;iversen;zazzera;bombus;overgrown;last;B;H23;4;;;;;;;;;
austrheim;lerøysundet;NA;30/08/2022;14:00;15,50;1,30;0;net;NA;complex;m;drone;178;iversen;zazerra;bombus;overgrown;last;B;H23;4;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. pascuorum;f;worker;179;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
austrheim;lerøysundet;NA;30/08/2022;14:00;18,30;2,20;0;net;NA;B. pascuorum;f;worker;180;iversen;zazerra;bombus;overgrown;last;B;H23;4;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. pascuorum;f;worker;181;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. pascuorum;f;worker;182;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;syltneset;NA;30/08/2022;12:00;17,70;2,50;0;net;NA;B. soroeensis;m;drone;183;iversen;zazzera;bombus;overgrown;last;B;H22;5;;;;;;;;;
alver;syltneset;NA;30/08/2022;12:00;17,70;2,50;0;net;NA;B. soroeensis;m;drone;184;iversen;zazerra;bombus;overgrown;last;B;H22;5;;;;;;;;;
alver;byngja;NA;30/08/2022;10:00;15,50;1,30;0;net;NA;B. jonellus;f;worker;185;zazzera;zazzera;bombus;open;last;B;H21;2;;;;;;;;;
alver;syltneset;NA;30/08/2022;12:00;17,70;2,50;0;net;NA;B. pascuorum;f;worker;186;iversen;zazzera;bombus;overgrown;last;B;H22;5;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;m;drone;187;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;syltneset;NA;30/08/2022;12:00;17,70;2,50;0;net;NA;B. pascuorum;f;worker;188;iversen;zazerra;bombus;overgrown;last;B;H22;5;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. pascuorum;f;worker;189;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;3;29/08/2022;13:00;NA;NA;NA;PT;W;B. jonellus;f;worker;190;zazzera;zazzera;bombus;open;last;NA;P24;2;;;;;;;;;
alver;syltneset;2;29/08/2022;11:00;NA;NA;NA;PT;B;B. hortorum;f;queen;191;zazzera;zazzera;bombus;overgrown;last;NA;P23;5;;;;;;;;;
austrheim;øksnes;1;29/08/2022;16:00;NA;NA;NA;PT;B;complex;f;worker;192;zazzera;zazzera;bombus;open;last;NA;P25;1;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;m;drone;193;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;f;worker;194;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;f;worker;195;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;f;worker;196;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;m;drone;197;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;complex;m;drone;198;zazzera;zazzera;bombus;open;last;B;H19;2;;;;;;;;;
alver;byngja;2;22/08/2022;12:00;NA;NA;NA;PT;Y;complex;m;drone;199;zazzera;zazzera;bombus;open;last;NA;P15;2;;;;;;;;;
alver;byngja;1;22/08/2022;12:00;NA;NA;NA;PT;Y;complex;f;worker;200;zazzera;zazzera;bombus;open;last;NA;P15;2;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. jonellus;f;queen;201;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;complex;m;drone;202;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. jonellus;f;worker;203;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. jonellus;f;queen;204;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. pascuorum;f;worker;205;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. pascuorum;f;worker;206;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;øksnes;NA;01/09/2022;13:00;16,20;1,40;0;net;NA;B. jonellus;f;worker;207;zazzera;zazzera;bombus;open;last;A;H25;1;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. muscorum;f;worker;208;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. muscorum;f;worker;209;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. muscorum;f;worker;210;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. muscorum;m;drone;211;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. jonellus;f;worker;212;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;complex;f;worker;213;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. jonellus;f;worker;214;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. jonellus;m;drone;215;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;krossøy;NA;01/09/2022;15:00;15,20;2,80;0;net;NA;B. jonellus;f;worker;216;zazzera;zazzera;bombus;open;last;A;H26;3;;;;;;;;;
austrheim;utkilen;NA;01/09/2022;11:00;14,40;0,90;0;net;NA;B. pascuorum;f;worker;217;zazzera;zazzera;bombus;overgrown;last;A;H24;6;;;;;;;;;
austrheim;utkilen;NA;01/09/2022;11:00;14,40;0,90;0;net;NA;B. campestris;m;drone;218;zazzera;zazzera;bombus;overgrown;last;A;H24;6;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. pascuorum;f;worker;219;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;220;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;221;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;222;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;223;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;224;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;225;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;300;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;227;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;complex;f;worker;228;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;229;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;230;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. pascuorum;f;worker;231;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. pascuorum;f;worker;232;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;233;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;234;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
austrheim;byngja;NA;17/08/2022;13:00;13,30;5,60;0;net;NA;B. soroeensis;f;worker;235;zazzera;zazzera;bombus;open;last;B;H13;2;;;;;;;;;
alver;byngja;2;22/08/2022;12:00;NA;NA;NA;PT ;B;complex;m;drone;236;iversen;zazzera;bombus;open;last;NA;P15;2;;;;;;;;;
alver;utkilen;3;22/08/2022;16:00;NA;NA;NA;PT;B;B. pascuorum;f;worker;237;zazzera;zazzera;bombus;overgrown;last;NA;P17;6;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;238;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;NA;23/08/2022;16:00;15,90;5,80;0;net;NA;B. muscorum;f;worker;239;iversen;zazzera;bombus;open;last;A;H20;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;complex;f;worker;240;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;NA;23/08/2022;16:00;15,90;5,80;0;net;NA;complex;f;worker;241;iversen;zazzera;bombus;open;last;A;H20;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;242;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;NA;23/08/2022;16:00;15,90;5,80;0;net;NA;B. pascuorum;f;worker;243;iversen;zazzera;bombus;open;last;A;H20;3;;;;;;;;;
austrheim;krossøy;NA;23/08/2022;16:00;15,90;5,80;0;net;NA;B. muscorum;f;worker;244;iversen;zazzera;bombus;open;last;A;H20;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;245;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;complex;f;worker;246;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;NA;23/08/2022;16:00;15,90;5,80;0;net;NA;B. jonellus;f;worker;247;iversen;zazzera;bombus;open;last;A;H20;3;;;;;;;;;
austrheim;krossøy;2;22/08/2022;15:00;NA;NA;NA;PT;B;B. muscorum;f;worker;248;iveren;zazzera;bombus;open;last;NA;P16;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;complex;f;worker;249;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;1;22/08/2022;15:00;NA;NA;NA;PT;B;B. muscorum;f;worker;250;iversen;zazzera;bombus;open;last;NA;P16;3;;;;;;;;;
austrheim;krossøy;1;22/08/2022;15:00;NA;NA;NA;PT;B;complex;f;worker;251;iversen;zazzera;bombus;open;last;NA;P16;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. campestris;m;drone;252;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;1;22/08/2022;15:00;NA;NA;NA;PT ;B;B. soroeensis;m;drone;253;iversen;zazzera;bombus;open;last;NA;P16;3;;;;;;;;;
austrheim;lerøysundet;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;complex;f;worker;254;zazzera;zazzera;bombus;overgrown;last;B;H18;4;;;;;;;;;
austrheim;krossøy;1;26/08/2022;14:00;NA;NA;NA;PT;Y;B. muscorum;f;queen;255;iversen;zazzera;bombus;open;last;NA;P22;3;;;;;;;;;
austrheim;krossøy;2;26/08/2022;14:00;NA;NA;NA;PT;B;B. muscorum;f;worker;256;zazzera;zazzera;bombus;open;last;NA;P22;3;;;;;;;;;
alver;byngja;2;22/08/2022;12:00;NA;NA;NA;PT;W;complex;f;worker;257;iversen;zazzera;bombus;open;last;NA;P15;2;;;;;;;;;
austrheim;øksnes;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. jonellus;f;worker;258;zazzera;zazzera;bombus;open;last;A;H19;1;;;;;;;;;
austrheim;øksnes;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. jonellus;f;worker;259;zazzera;zazzera;bombus;open;last;A;H19;1;;;;;;;;;
austrheim;øksnes;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. jonellus;m;worker;260;zazzera;zazzera;bombus;open;last;A;H19;1;;;;;;;;;
austrheim;øksnes;NA;23/08/2022;14:00;20,40;5,10;0;net;NA;B. pascuorum;f;worker;261;zazzera;zazzera;bombus;open;last;A;H19;1;;;;;;;;;
alver;syltneset;2;22/08/2022;11:00;NA;NA;NA;PT;W;complex;f;worker;262;zazzera;zazzera;bombus;overgrown;last;NA;P14;5;;;;;;;;;
austrheim;utkilen;3;26/08/2022;15:00;NA;NA;NA;PT;W;complex;f;worker;263;zazzera;zazzera;bombus;overgrown;last;NA;P21;6;;;;;;;;;
alver;byngja;3;26/08/2022;11:00;NA;NA;NA;PT;B;complex;f;queen;264;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
austrheim;utkilen;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. jonellus;f;queen;265;zazzera;zazzera;bombus;overgrown;last;A;H18;6;;;;;;;;;
austrheim;utkilen;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;266;zazzera;zazzera;bombus;overgrown;last;A;H18;6;;;;;;;;;
austrheim;utkilen;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;267;zazzera;zazzera;bombus;overgrown;last;A;H18;6;;;;;;;;;
austrheim;utkilen;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. pascuorum;f;worker;268;zazzera;zazzera;bombus;overgrown;last;A;H18;6;;;;;;;;;
austrheim;utkilen;NA;23/08/2022;12:00;18,50;4,30;0;net;NA;B. soroeensis;m;drone;269;zazzera;zazzera;bombus;overgrown;last;A;H18;6;;;;;;;;;
austrheim;øksnes;3;26/08/2022;13:00;NA;NA;NA;PT;W;B. muscorum;f;worker;270;zazzera;zazzera;bombus;open;last;NA;P21;2;;;;;;;;;
austrheim;øksnes;2;26/08/2022;13:00;NA;NA;NA;PT;B;B. muscorum;f;queen;271;zazzera;zazzera;bombus;open;last;NA;P21;1;;;;;;;;;
austrheim;øksnes;2;26/08/2022;13:00;NA;NA;NA;PT;B;complex;f;queen;272;zazzera;zazzera;bombus;open;last;NA;P21;1;;;;;;;;;
austrheim;øksnes;2;26/08/2022;13:00;NA;NA;NA;PT;B;B. pascuorum;f;worker;273;zazzera;zazzera;bombus;open;last;NA;P21;1;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;W;complex;f;worker;274;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;W;complex;f;worker;275;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;W;complex;f;worker;276;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;B;complex;f;queen;277;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;B;complex;m;drone;278;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
alver;byngja;2;26/08/2022;11:00;NA;NA;NA;PT;B;complex;m;drone;279;zazzera;zazzera;bombus;open;last;NA;P19;2;;;;;;;;;
austrheim;lerøysundet;1;02/09/2022;12:00;NA;NA;NA;PT;Y;complex;f;worker;280;zazzera;zazzera;bombus;overgrown;last;NA;P29;4;;;;;;;;;
alver;syltneset;3;26/08/2022;10:00;NA;NA;NA;PT;W;complex;f;worker;281;zazzera;zazzera;bombus;overgrown;last;NA;P18;5;;;;;;;;;
alver;syltneset;2;29/08/2022;11:00;NA;NA;NA;PT;W;B. pascuorum;m;drone;282;zazzera;zazzera;bombus;overgrown;last;NA;P23;5;;;;;;;;;
austrheim;lerøysundet;3;26/08/2022;12:00;NA;NA;NA;PT;B;complex;f;worker;283;zazzera;zazzera;bombus;overgrown;last;NA;P20;4;;;;;;;;;
alver;syltneset;3;26/08/2022;10:00;NA;NA;NA;PT;B;complex;f;worker;284;zazzera;zazzera;bombus;overgrown;last;NA;P18;5;;;;;;;;;
alver;syltneset;NA;17/08/2022;11:00;12,70;5,90;0;net;NA;B. pascuorum;f;worker;285;zazzera;zazzera;bombus;overgrown;last;B;H12;5;;;;;;;;;
alver;syltneset;NA;17/08/2022;11:00;12,70;5,90;0;net;NA;complex;f;worker;286;zazzera;zazzera;bombus;overgrown;last;B;H12;5;;;;;;;;;
alver;syltneset;NA;17/08/2022;11:00;12,70;5,90;0;net;NA;complex;f;worker;287;zazzera;zazzera;bombus;overgrown;last;B;H12;5;;;;;;;;;
alver;syltneset;NA;17/08/2022;11:00;12,70;5,90;0;net;NA;complex;m;drone;288;zazzera;zazzera;bombus;overgrown;last;B;H12;5;;;;;;;;;
austrheim;øksnes;1;26/08/2022;13:00;NA;NA;NA;PT;Y;complex;m;worker;289;zazzera;zazzera;bombus;open;last;NA;P21;1;;;;;;;;;
alver;syltneset;2;26/08/2022;10:00;NA;NA;NA;PT;W;complex;f;queen;290;zazzera;zazzera;bombus;overgrown;last;NA;P18;5;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;NA;3,70;0;net;NA;complex;f;worker;291;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;B. pascuorum;f;worker;292;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;complex;f;worker;293;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;complex;f;worker;294;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;B. soroeensis;f;worker;295;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;complex;f;worker;296;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;B. pascuorum;f;worker;297;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;B. pascuorum;f;worker;298;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;lerøysundet;NA;17/08/2022;15:00;14,50;3,70;0;net;NA;complex;f;worker;299;zazzera;zazzera;bombus;overgrown;last;B;H14;4;;;;;;;;;
austrheim;krossøy;NA;18/08/2022;11:00;12,90;3,60;0;net;NA;B. muscorum;f;worker;301;zazzera;zazzera;bombus;open;last;A;H15;3;;;;;;;;;
austrheim;krossøy;NA;18/08/2022;11:00;12,90;3,60;0;net;NA;complex;f;worker;302;zazzera;zazzera;bombus;open;last;A;H15;3;;;;;;;;;
austrheim;lerøysundet;1;17/06/2022;11:00;NA;NA;NA;PT;B;B. jonellus;f;worker;303;zazzera;zazzera;bombus;overgrown;first;NA;P11;4;;;;;;;;;
alver;syltneset;NA;08/06/2022;11:00;16,50;3,20;0;net;NA;B. jonellus;f;worker;304;zazzera;zazzera;bombus;overgrown;first;B;H4;5;;;;;;;;;
austrheim;utkilen;NA;09/06/2022;09:00;11,10;1,70;0;net;NA;B. pratorum;f;worker;305;zazzera;zazzera;bombus;overgrown;first;A;H5;6;;;;;;;;;
austrheim;krossøy;2;02/09/2022;14:00;NA;NA;NA;PT;B;B. muscorum;f;worker;306;zazzera;zazzera;bombus;open;last;NA;P30;3;;;;;;;;;
austrheim;øksnes;2;26/08/2022;13:00;NA;NA;NA;PT;Y;complex;f;worker;327;zazzera;zazzera;bombus;open;last;NA;P21;1;;;;;;;;;
alver;syltneset;1;02/09/2022;09:00;NA;NA;NA;PT;B;B. pascuorum;f;worker;458;zazzera;zazzera;bombus;overgrown;last;NA;P27;5;;;;;;;;;
alver;byngja;1;22/08/2022;12:00;NA;NA;NA;PT;Y;B. soroeensis;f;worker;465;zazzera;zazzera;bombus;open;last;NA;P15;2;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
